age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,native-country,income
43, State-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
65, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female, ?, <=50K
40, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
64, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
40, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
43, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
50, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
19, ?, Some-college,10, Never-married, ?, Own-child, White, Female, United-States, <=50K
32, Self-emp-not-inc, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Female, ?, <=50K
32, Private, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
42, Private, 11th,7, Divorced, Sales, Unmarried, White, Male, Mexico, <=50K
41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
30, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female, England, <=50K
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
45, State-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
42, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
24, Private, Assoc-acdm,12, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
43, Private, Bachelors,13, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
28, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States, <=50K
35, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
36, ?, HS-grad,9, Married-spouse-absent, ?, Unmarried, Black, Male, United-States, <=50K
38, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female, United-States, <=50K
32, Local-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
50, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
35, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
30, Private, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Female, France, <=50K
61, State-gov, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
27, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
61, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Female, United-States, <=50K
18, Private, 5th-6th,3, Never-married, Handlers-cleaners, Other-relative, White, Male, Mexico, <=50K
31, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
31, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
20, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female, United-States, <=50K
35, Private, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
51, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male, United-States, <=50K
43, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
18, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
55, Private, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
59, Private, HS-grad,9, Widowed, Priv-house-serv, Not-in-family, White, Female, United-States, <=50K
21, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
22, Private, 10th,6, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
60, Federal-gov, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Female, England, <=50K
49, Federal-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
21, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female, United-States, <=50K
61, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
64, Private, 5th-6th,3, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
63, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
27, Federal-gov, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
23, Private, Bachelors,13, Never-married, Other-service, Own-child, Black, Female, United-States, <=50K
41, State-gov, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
18, ?, 12th,8, Never-married, ?, Own-child, Black, Male, United-States, <=50K
40, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female, United-States, >50K
55, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
17, Private, 10th,6, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
34, Self-emp-not-inc, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
24, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
30, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
29, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, United-States, <=50K
52, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
57, Federal-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
38, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female, United-States, <=50K
43, Private, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, >50K
61, Private, Some-college,10, Widowed, Adm-clerical, Other-relative, White, Female, United-States, <=50K
38, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
51, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, >50K
40, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male, Mexico, <=50K
41, Local-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
28, Private, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male, Mexico, <=50K
59, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
32, State-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female, United-States, <=50K
31, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
30, Private, Assoc-acdm,12, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
54, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
33, Private, Assoc-voc,11, Separated, Craft-repair, Not-in-family, White, Male, United-States, >50K
20, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
27, ?, Some-college,10, Divorced, ?, Not-in-family, White, Female, United-States, <=50K
32, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
35, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Wife, Black, Female, United-States, <=50K
27, Private, 11th,7, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
40, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
34, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
34, Local-gov, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
38, Private, Some-college,10, Never-married, Craft-repair, Own-child, White, Female, United-States, <=50K
28, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Other, Male, United-States, <=50K
65, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
61, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Male, United-States, <=50K
18, Private, 11th,7, Never-married, Sales, Own-child, White, Female, United-States, <=50K
35, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Own-child, White, Male, United-States, >50K
45, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
68, ?, HS-grad,9, Widowed, ?, Not-in-family, White, Female, United-States, <=50K
25, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
48, Private, Prof-school,15, Divorced, Sales, Not-in-family, White, Male, United-States, <=50K
19, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
43, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Female, United-States, >50K
54, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
47, Self-emp-not-inc, Bachelors,13, Divorced, Sales, Not-in-family, White, Male, United-States, <=50K
25, Private, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
30, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
67, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
35, Private, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Female, United-States, <=50K
26, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
61, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
54, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Male, United-States, <=50K
50, Private, 12th,8, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, Cambodia, >50K
32, Private, 9th,5, Separated, Machine-op-inspct, Unmarried, White, Female, Columbia, <=50K
34, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
36, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
50, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
28, Private, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
22, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
58, Private, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
27, Private, 5th-6th,3, Never-married, Other-service, Not-in-family, White, Male, Mexico, <=50K
62, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
36, Self-emp-inc, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male, United-States, >50K
21, Local-gov, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
41, Private, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female, England, <=50K
28, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
33, Private, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
54, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
19, Private, Some-college,10, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female, United-States, <=50K
76, Self-emp-not-inc, 7th-8th,4, Never-married, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
25, ?, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female, United-States, <=50K
34, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
40, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
22, Private, 11th,7, Never-married, Sales, Unmarried, White, Female, United-States, <=50K
17, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
55, Private, Some-college,10, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
51, Local-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
26, Private, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male, Mexico, <=50K
44, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
65, ?, 10th,6, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
54, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
34, Self-emp-not-inc, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
42, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Male, United-States, <=50K
26, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
39, Private, 5th-6th,3, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, Philippines, <=50K
46, ?, 11th,7, Widowed, ?, Unmarried, Black, Female, United-States, <=50K
34, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male, El-Salvador, <=50K
59, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
20, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
34, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
62, ?, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female, Scotland, >50K
51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
34, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, >50K
47, Private, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Female, United-States, <=50K
21, ?, Some-college,10, Never-married, ?, Own-child, White, Male, United-States, <=50K
